department,seniority,work_mode,tenure_months,salary_market_ratio,engagement_score,overtime_hours_month,manager_changes_24m,absences_last_12m,performance_score,years_since_promotion,attrition
engineering,junior,hybrid,44,0.9572012207312173,0.8249982166695312,17.57385821399169,0,6,3.0372736647753706,2.0965387127772694,0
engineering,senior,hybrid,107,1.3030682114693468,0.4847155539078969,23.692295500885624,1,1,2.8516735446437376,9.2048476857608,0
operations,junior,onsite,139,0.9266658228351203,0.6188378884837423,18.28630570718682,1,3,2.642216803604863,10.70257842982769,0
sales,lead,hybrid,130,1.040742143335455,0.8900478235962284,11.342695434898747,0,11,5.0,8.151523944994542,0
sales,junior,remote,69,1.0578124399003968,0.48847358704815796,26.564875350927082,1,6,3.259185501447493,4.8778341196013315,0
sales,mid,remote,113,0.9405715063453589,0.7518316571604238,16.601912464366833,1,4,4.064179092216946,4.752218072659039,0
hr,mid,hybrid,62,0.9910698697317557,0.44416177834154535,47.14258555383989,1,6,4.449556119408039,3.962405502750042,0
operations,junior,hybrid,41,0.9531047285393638,0.6278076193609987,0.0,2,2,4.344829849634746,2.729911753166322,0
operations,senior,onsite,107,0.9803837593567217,0.7493453429147792,0.0,0,6,4.4051067247992215,6.712137565600701,0
hr,mid,remote,75,0.8620224815977794,0.17909464201265862,22.948345111403526,0,4,2.455206247580062,3.991692018404351,0
engineering,mid,remote,36,0.8758683035630264,0.5531353837762734,13.71423950541047,1,5,4.238499227700161,0.0,0
operations,mid,hybrid,106,0.9525383379924613,0.7458663854372757,21.133484557819454,0,5,3.1989752933088447,7.340833581097412,0
sales,mid,hybrid,52,0.654214453422351,0.7051688218396794,4.1145719911151515,1,7,4.822806399007382,3.5994520394521956,0
sales,junior,onsite,94,1.1744109184647986,0.5555243230725754,14.487194742925798,0,3,2.8017832390587003,6.733062514724958,0
operations,junior,onsite,58,1.2741287026998693,0.43908359888376597,18.11585733004548,0,2,2.5520611970627085,1.589393416082752,0
engineering,junior,hybrid,141,0.9755525389887071,0.7856929764388494,9.106602406564702,1,3,3.4653053463481545,7.980726503031935,0
operations,mid,onsite,136,1.0498203765876506,0.5955186524956367,16.086467352589356,1,9,3.978814034673922,10.248992937763225,0
operations,junior,remote,76,1.1121586505075745,0.7690694403258012,1.746264372096288,2,4,2.0294572787038216,4.713223544954305,0
operations,senior,hybrid,113,0.7512995390632596,0.7360446271035016,17.55340572333486,3,5,3.136236069316102,5.957085558763879,0
engineering,mid,onsite,29,1.0892416917926635,0.5705163428863026,27.009032219334866,1,7,2.5830944089325216,0.0,0
engineering,mid,hybrid,159,0.8860340308348662,0.8745123485989301,2.861798319338117,2,4,4.199267798822419,12.156213949484348,1
engineering,mid,onsite,35,1.2936086344725266,0.5411444779927678,2.318419903839411,2,2,3.007648229643503,2.5410301657018146,0
sales,mid,remote,138,0.9217610645001958,0.8980907948303806,24.70928957333746,2,6,4.361163024516466,10.511921279241847,0
engineering,mid,remote,135,1.086227333475749,0.9242585061095062,2.159259715434853,0,3,2.886946159936156,8.462325607282,0
sales,mid,hybrid,29,0.92323806044598,0.870022934898045,21.56540880627582,1,5,3.7031287714728545,2.439910931855597,0
engineering,mid,onsite,2,1.279503913449567,0.6238877693267405,14.498136373517902,2,1,2.355259858076727,0.0,0
hr,mid,hybrid,118,0.8731474674441642,1.0,10.239602514551951,3,4,3.3726039018879073,8.504536762871611,0
sales,mid,onsite,139,1.1247633180991083,0.6903688918178488,27.19872345205391,1,2,2.5834293736826837,10.694122277417613,0
sales,lead,remote,114,1.044001682367792,0.708211295769292,22.35333027575323,3,3,4.682287260456481,8.31663041841585,0
engineering,junior,hybrid,9,1.010646494249624,0.6555877309523783,16.51744065462683,0,2,4.318730217676244,0.0,0
engineering,mid,hybrid,103,0.9843511101567158,0.4340467045887315,0.0,1,1,3.632802867200988,6.176644788428219,0
operations,junior,remote,63,0.8499481223454705,0.9190146474769528,20.410283447609437,4,2,4.278789342925811,2.240372771964364,0
engineering,mid,hybrid,146,0.6,0.5455193140672124,4.362260667628902,0,4,3.0596455908303235,11.375217298443228,0
hr,senior,hybrid,128,1.111158816269242,0.8439222052074626,12.007562456930827,2,6,3.9489143605738457,10.913424972752722,1
operations,junior,hybrid,128,0.8766741334483573,0.8919106216637085,14.066006615865675,0,8,3.3960304781964914,8.678541038781887,0
engineering,mid,remote,65,1.1254400215523044,0.7806642761098574,31.075495891024715,1,3,3.8719912134234447,3.665246109759761,0
hr,mid,remote,52,1.0027546651873498,0.5216061448203393,11.720821478457074,0,3,3.5582519970416895,3.15434923855019,0
sales,junior,onsite,131,1.130038517153018,0.5917843488975636,1.1950534755230324,1,5,3.41496978083009,11.525218497495771,0
sales,lead,hybrid,19,1.070283878016421,0.12458476386373571,27.22679337491168,0,1,2.0118167298512617,0.0,1
sales,mid,onsite,16,0.6,0.636706468726681,20.531589934983977,0,7,2.9433613963530685,3.107377924657844,0
operations,senior,hybrid,10,1.0422343424371996,0.8205420375399968,20.866782244444938,1,8,4.911707470834218,0.0,0
engineering,mid,onsite,82,0.8984486771578273,0.6124989841836153,27.395762031762644,0,9,3.3678676406840466,4.267334135187095,0
sales,lead,remote,12,1.1247516780902265,0.5419839415485346,29.508879637696825,0,5,2.889633392733124,0.0,0
engineering,mid,hybrid,93,1.0386811242705198,0.6004506151781002,5.974393425354187,1,1,3.500096451451293,6.0629613087918415,0
sales,mid,hybrid,27,1.040445355694841,0.9030731940638037,1.481092225324539,2,2,2.2430422609333323,3.2131676061255017,0
operations,senior,remote,142,0.9091635806437623,0.6491268622213073,21.58222319169542,0,6,3.0835570766123377,11.994599036725925,1
engineering,mid,remote,69,0.8131090711838312,1.0,11.637794148736413,1,8,3.612032256698036,4.987094877178077,0
engineering,mid,hybrid,15,0.8850669561544211,0.5458532990230555,12.453997972731148,0,2,3.8578259687390197,0.0,0
engineering,lead,onsite,111,0.6800161607703576,0.7034463570262526,3.9049754639105627,1,3,3.7401473579396085,6.338686244926658,0
operations,mid,hybrid,54,0.8614484398180031,0.5733196148745946,19.25506954208893,0,2,4.673968494527823,2.9534408246853916,0
engineering,mid,remote,42,0.7303761350690852,1.0,17.619180564297277,0,3,2.9245918494708363,2.471619403108987,0
sales,mid,onsite,105,0.7343388794363284,0.695941062261872,12.600517220169175,0,7,2.261109813297214,6.826464110359773,0
sales,senior,remote,152,0.9674718270839314,1.0,1.5049197712802556,0,3,3.175549939617522,9.886383837930184,0
finance,senior,remote,156,1.030107340925594,0.5759744890195362,24.882350259258068,0,6,3.0108198473110774,10.87481702140138,0
finance,mid,onsite,70,0.9452309779737176,0.9655158351710125,16.301340574168158,1,3,3.6113181412159996,5.737939227309192,0
operations,mid,hybrid,135,0.8751814253992397,0.6836006744546991,24.06059357140617,0,5,3.231374923727117,7.763337286416082,0
engineering,junior,onsite,34,0.8078887756641611,0.8273311189091195,0.0,2,4,3.576682304121729,0.4912589703633605,0
finance,mid,onsite,135,0.9024210511452934,0.4160578044181899,14.511408376669516,1,2,3.544192604772568,10.092685891668935,0
operations,senior,hybrid,150,0.826666543815838,0.7296827898418614,7.547910722002284,0,1,4.169804104031065,10.31203896926846,0
operations,mid,hybrid,83,0.9405753886818032,0.44617591240186,14.325325583221867,2,2,3.4504716494901264,3.6949211699161215,0
engineering,junior,hybrid,84,0.7217702338881641,0.7114192801410059,22.488895089025068,1,5,3.6249426378546192,4.7727479808640005,0
engineering,mid,onsite,90,1.055197636730859,0.35632198939236936,17.329526295769643,0,6,4.886093540740353,5.2056277321348645,1
sales,mid,onsite,12,0.8649453316886462,0.6411833960857145,14.163100106783324,0,2,2.150939707689444,0.0,0
finance,senior,hybrid,137,1.0064385350423508,0.8791224074253409,14.115023915267624,1,0,3.6068397923410864,10.399891061273467,0
engineering,junior,hybrid,118,1.0830832993446788,0.7695107757988411,0.0,0,13,3.367933501953065,9.215779926962032,0
sales,mid,hybrid,139,0.9991806322896499,0.41320999008182313,5.840887515668621,1,3,3.498590172892385,10.346750305469262,0
engineering,senior,hybrid,19,1.0698690184397124,0.2803227234325806,24.09158790087513,1,7,3.9242876651981513,0.0,0
operations,lead,onsite,128,0.6400041105718893,0.7593889160921536,9.45016851328835,1,10,2.7929992106442287,7.716931921773353,0
sales,junior,remote,58,0.876071500444417,0.9762397590716826,24.263771402929315,0,7,3.0035812457029225,2.8395401373765132,0
hr,senior,hybrid,131,1.1154615000183625,0.4672107926259666,21.43733841932466,2,5,4.047286685163703,10.133136261410737,0
operations,mid,onsite,159,1.0263844307474332,1.0,21.912845993308384,0,9,3.3353298209448417,9.313823012209872,0
operations,senior,hybrid,140,1.2272694898327194,0.6587013423661999,16.99622950816865,0,2,2.6921025531890588,11.260230481814204,0
engineering,junior,hybrid,146,1.2056570719950526,0.2682612932651268,10.07592590070947,0,5,4.089006580692282,10.916365375584848,0
operations,mid,hybrid,19,0.9949388201675955,0.3478239286572996,12.639631458631051,3,1,3.9659148600229965,0.6284664288465972,0
operations,mid,remote,53,0.912203207167279,0.8139898298742825,19.763473105280283,1,3,3.584723071032635,1.343214554233489,0
operations,mid,remote,47,0.8062341930399515,0.685913608167007,0.0,0,1,3.7855215028460347,2.329205978645033,0
sales,mid,remote,82,0.8786287151697129,0.9564441931586527,25.193987533650265,0,5,3.9076826041053154,3.0590012928586687,0
engineering,mid,remote,156,0.888762963726595,0.4203750466603628,9.49892501119573,2,6,3.3821850907290556,10.239088680201538,0
sales,mid,remote,110,0.8610126211427427,0.683698959632756,13.223442567181323,4,2,3.7016557529118974,8.483690455006101,0
engineering,junior,hybrid,87,0.812249337838843,0.6613522122776714,13.301037144096153,0,3,2.500199790723735,5.8301893282468455,0
engineering,mid,remote,128,1.0102364881283068,0.6313970953885516,13.641506779137304,2,2,3.288007005633998,9.507347754594145,0
sales,junior,onsite,29,1.2044959517213352,0.5834785542706015,2.1772248434763224,2,6,4.225018115378551,0.0,1
sales,senior,remote,106,1.0899885152345388,0.5874601248923039,15.365525303110642,0,6,5.0,6.017987076314336,0
operations,lead,hybrid,80,0.9016369912594515,0.6949291648560749,19.349281688009015,0,6,3.551890261228235,6.770084795393987,0
sales,mid,onsite,33,1.1021043271401063,0.7205162055676432,0.0,0,2,2.7301717755396817,0.31991037274738376,0
finance,junior,remote,103,1.0019976300258322,0.7105145700206488,2.2929281814892293,1,5,3.1696110589329116,6.8587041500220245,0
operations,junior,hybrid,134,0.9438943473594735,0.9011975017814239,22.06278820666217,1,6,2.292078706021076,10.897035187856066,0
engineering,mid,onsite,132,0.9345315911528893,0.4197442975422559,20.38817429688195,1,8,3.9902596359233673,10.192195442298338,1
operations,senior,hybrid,135,0.9200089793017604,0.2976632930990528,16.68867111761699,1,7,3.49000742778288,9.709205579571478,0
sales,mid,remote,130,1.0476599184105906,0.8633930108775728,7.86066714254894,1,3,2.6888044640260844,11.689380403457722,0
finance,junior,hybrid,75,0.9709505123414631,0.4712949918182017,20.440513492340614,1,3,3.3004266364735524,4.184403887400537,0
engineering,junior,hybrid,8,0.8407365803634514,0.5841048362769645,3.1738937822979763,0,2,4.0178145461077746,0.0,0
hr,junior,hybrid,154,0.8334721836349472,0.5375800720234446,12.763975613301996,1,8,3.493921576510921,11.338358386472432,0
sales,senior,remote,73,0.9958855971922502,0.5332975355816455,2.24156356791263,2,8,2.9027733209086057,4.240024118123522,0
engineering,mid,remote,101,1.0142976823524912,0.3683471923550152,12.541982514606028,1,8,4.271768807685087,6.887781288945392,0
engineering,mid,onsite,4,0.9030301033524823,0.546094482453057,4.72648214865186,1,4,3.728184729015706,0.0,0
finance,mid,hybrid,142,0.7801991565880633,0.7898662224559063,20.80229774729228,2,4,2.8413708808390505,10.80201131708866,1
operations,senior,remote,142,1.1376447675627697,0.6592137120780048,17.89863647706604,1,5,3.473788982708146,10.965768225243812,0
engineering,mid,hybrid,148,1.105790691429065,0.7609014257013829,8.864819777743321,1,7,1.7618816027322444,9.77756222496308,1
engineering,senior,onsite,28,0.6518935248539752,0.5607836005110303,23.812692948254718,0,3,3.6614705278204367,1.8119204124655286,1
engineering,senior,remote,135,1.1509374384970295,0.840569198156386,5.393161789379155,0,1,5.0,10.113110750699764,0
engineering,mid,remote,100,0.9186536304000479,0.558327624931293,13.682439783787238,3,3,4.326442949630081,6.5014531499735675,0
engineering,senior,hybrid,24,0.9784980620040713,0.23828853989482118,8.466608052670447,2,10,3.3161668906295394,2.02894503589871,0
sales,mid,hybrid,91,1.1207334590078941,0.7233247585852595,20.681345912400346,0,7,3.6497266965343744,6.330207002328533,0
hr,mid,hybrid,76,1.197880817994358,0.8134769538057361,19.790982100322122,1,5,3.8858362857628355,4.505816137716139,0
finance,junior,onsite,100,1.1004297927568294,0.5481521975161546,25.717608855284297,1,4,3.9377251628684453,6.348101194635206,0
sales,mid,remote,14,0.9861545748425838,0.8998412534816829,14.746860037195653,0,2,3.3564766316843384,0.0,0
engineering,junior,hybrid,90,0.7436538970545502,0.489861562459034,0.0,1,7,1.7056113837854165,6.62789483217191,0
sales,junior,hybrid,108,0.6460652264022892,0.7941453625734667,10.122183772391441,3,5,3.1692764380608134,8.525881632140294,0
operations,junior,hybrid,114,1.0817238408536756,1.0,28.087337348086006,0,3,2.9703151171654305,8.275217730292303,0
engineering,mid,hybrid,123,1.1513045518616714,0.66734619687431,11.075048219870748,0,4,3.368380387562124,8.230597534506815,0
operations,mid,onsite,100,0.8278032708742927,0.6147033827953948,0.0,1,2,2.848082154089719,6.895423273123916,0
operations,mid,hybrid,112,0.9095330052891905,0.638865664905187,18.043986689416236,0,4,3.9331271727805532,8.886921567935097,0
operations,mid,hybrid,15,0.8664101167421817,0.9856590773903595,18.71653435110359,0,6,5.0,0.0,0
sales,lead,remote,127,0.8624149889766495,0.7405565147582355,7.45520919326745,2,4,4.22786457515653,9.74507586441495,0
finance,lead,hybrid,59,1.1112441775837947,1.0,11.77925805417026,0,2,3.391937511825447,4.72137990888985,0
sales,junior,hybrid,88,0.9827559699130463,0.7158502775888042,6.3743365658886795,1,4,4.658698386029022,6.379089383235591,0
sales,mid,hybrid,87,0.9156232532906495,0.5292406680192512,18.70312729204505,0,5,4.201632451686181,4.414016731381996,0
engineering,mid,remote,156,1.3486280030765558,0.543298612957358,14.509395049704587,0,8,4.030032935897769,10.516621899799494,0
engineering,senior,onsite,52,0.7348368651488659,0.6723214530985895,3.50802352817529,1,3,2.9882839277608015,0.3922836239797025,0
hr,mid,onsite,62,1.0321866622243678,0.2517354768060628,13.91410555500009,0,2,3.330113673416069,4.5806475812801475,0
hr,senior,onsite,121,0.7926532572241707,0.5650020326558745,7.402780648695443,1,4,3.9139088186956488,8.646191891167103,0
engineering,junior,onsite,101,0.9263844692008637,0.5694404331900464,27.149546244158813,3,2,5.0,5.401046077334581,0
finance,mid,remote,51,0.9722957576694009,0.7079579510837734,22.043279598875678,0,2,4.596064548343199,3.709332233117565,0
engineering,senior,hybrid,55,1.0766893579452637,1.0,12.899485904656128,1,5,3.9198357884768353,1.391951968145563,0
engineering,mid,hybrid,132,0.9108227157258466,0.6709632976818359,14.729577391351597,1,7,3.5746151585746024,9.158386264737187,0
engineering,senior,onsite,133,0.8949577853304737,0.27546818257472694,23.12398605144181,1,5,4.056207647152674,10.241603783179775,0
finance,junior,remote,24,0.9081372353279737,0.47721847002460777,12.437506495475889,1,6,3.873675479045771,2.2592091449917877,0
sales,junior,remote,64,0.7880070970548236,0.7124575723741827,20.825532720171392,0,6,4.671906984349027,2.9065832852685562,0
sales,junior,hybrid,123,1.044846470313753,0.6785989519357395,27.29647516581811,1,4,2.570681021000119,6.67840278893412,0
engineering,junior,remote,19,0.9922001556172863,0.9848911044625168,9.582061407356335,1,2,3.4737262374982665,0.0,0
finance,junior,hybrid,30,1.0152753006972575,0.8520154596742748,28.815305908273707,0,6,4.053528166523373,0.22410459407012695,0
finance,mid,remote,26,0.9395685496200379,0.8460230947555434,26.19605201455264,1,5,4.586982974933869,0.050334896830536824,0
operations,mid,hybrid,84,0.9210683060164859,0.6165733815694979,16.23702922142835,1,5,5.0,4.093223010014261,0
finance,mid,onsite,72,1.1263400507346277,0.8798242073101756,10.00479198295775,2,3,2.2813645160958846,2.7281821346839856,0
finance,mid,hybrid,51,1.1032679705235524,0.48081537476054176,16.125003842784338,0,4,2.873634546626296,5.91139366568681,0
engineering,junior,remote,22,1.162220087927658,0.8536588618587472,11.799491937099777,1,3,3.392765862139395,0.41724111226127425,0
engineering,mid,remote,102,1.0058891527243805,0.6035162193685266,6.8650532965659306,0,2,2.4569646929911526,7.442040128011808,0
operations,junior,remote,129,1.1528996141983128,0.3704013188078948,18.790476757943143,1,1,4.781579782861119,8.723527381468442,0
operations,senior,remote,34,0.8875876040419378,0.7786473401229749,4.788281306069249,1,1,3.548209705968794,1.5090457082450393,0
engineering,junior,hybrid,106,0.9198722320788003,0.9395087237228773,10.953008690124687,1,3,4.388006050044931,6.49905769673763,0
sales,mid,hybrid,127,1.1292651130522942,0.5786796257368075,11.071384755734906,0,7,3.3077633834025746,8.382640937239188,0
operations,senior,remote,89,1.0765132307390357,0.9725523500486921,1.7126648890615124,0,5,3.776083230405422,7.915946006364324,0
engineering,mid,remote,92,0.9064324389627655,0.32881181713569074,19.92624820803981,0,6,2.3583869548964844,8.478551599667135,0
finance,mid,onsite,27,0.7930612645970433,0.42064135264472763,11.944957636122897,0,3,2.60228249687628,0.0,0
engineering,mid,remote,153,0.919405368951129,0.6306547916495724,25.68958979084951,0,3,2.6173706125362117,11.947299373148377,0
sales,junior,hybrid,153,0.8472697338084447,0.5858472228144612,11.798122974140593,1,6,2.0794155510031587,8.887575264971861,0
hr,mid,hybrid,114,1.2086755223733012,0.5265733227881552,10.340643420282536,1,6,4.27041749144932,6.677158856645763,0
sales,senior,remote,144,1.0640060965279625,0.6867355437636447,5.858215566372249,0,8,3.437664609334105,12.345148610807906,0
sales,lead,onsite,97,0.8351116133919851,0.5542819084339291,14.351262854263638,0,5,4.295238134812524,7.2401591056917125,0
operations,mid,remote,106,0.7932513559002481,0.5882050672394532,14.402104089851166,1,8,3.3563863837850607,6.745715532028644,0
hr,mid,hybrid,132,0.8332530089323167,0.7156850140700742,20.675900617101483,0,4,4.350305640156653,9.73549658969306,0
sales,senior,hybrid,7,0.8661762142300499,0.5264926235057277,14.603170913000039,1,6,4.211809476058451,0.0,0
engineering,mid,onsite,35,0.9249949409304208,0.6387963677362054,32.84525925999104,0,1,3.3514143100014935,2.446272924665706,0
operations,mid,hybrid,33,1.1171819736321331,0.5308921907280821,18.10595537708676,0,6,3.6077283074387787,0.5354320046445062,0
finance,junior,hybrid,101,0.8050224662970494,0.41887591664799406,5.118467138995293,0,8,3.730902691348938,6.593138576392425,0
engineering,junior,hybrid,39,1.2934305867269824,0.8127404349347408,4.356712913309426,0,5,4.341415871885585,0.5431937717265205,0
sales,mid,hybrid,63,0.8085049644757017,1.0,18.81317721961143,0,4,3.4228934882739215,3.5079669972912626,0
sales,junior,hybrid,79,0.7386428403358101,0.8729143990147833,4.835046968896804,1,6,3.7345048636582945,5.537823033933591,0
sales,junior,hybrid,119,1.2032457237985206,0.7263432163722633,19.35359946086591,2,1,2.268054611431973,7.952229423562288,0
sales,junior,hybrid,83,1.1481883399755433,0.5316943114528067,22.06075140505776,0,2,2.743616689652579,4.681194050101183,0
operations,senior,remote,4,0.9226476803365572,0.6026162551634519,22.27767958559599,1,4,2.861415472476042,0.0,0
sales,junior,remote,110,1.007199847268679,0.8714042520934658,6.177314747968962,1,2,3.8618446213707163,5.892857214389174,0
engineering,junior,hybrid,69,1.010985367865302,0.20370264659531706,22.293240574527772,1,4,2.885195373472317,5.252873665196449,0
operations,mid,remote,19,0.9705068643115338,0.5873479551212298,16.903303145148676,0,3,3.5392669619265464,0.0,0
operations,junior,hybrid,104,0.7555280692294291,0.8068231839488533,8.529160453568789,0,9,3.3168197319334483,8.329959441263584,0
sales,lead,remote,43,0.6,0.4323439235630993,12.565389687508581,0,3,3.4504785339312947,0.9997657519948606,0
hr,senior,hybrid,74,0.8232910726514874,0.7446776568491074,18.241517835628112,0,2,4.142229685391704,6.8326607567979964,0
operations,mid,hybrid,154,1.222423161705642,0.735397854153138,7.94434011958048,1,3,3.5791069583717716,11.392192370751687,0
operations,mid,hybrid,38,1.2283120254089983,0.3691335139475016,16.71673507180699,0,3,3.2475422527141182,0.22218274667111082,0
sales,mid,hybrid,141,0.9107244553261536,0.6773956220285868,27.01041753685419,0,2,3.770139415119708,10.44740531997424,1
sales,junior,remote,74,0.8063053666214492,0.5365109463996961,22.676505173204514,1,5,4.740010604857298,4.491560837256184,0
finance,mid,remote,149,0.991718182959407,0.7432197351767067,14.737875741629555,0,4,3.4894683218308127,10.30075387873594,1
engineering,junior,hybrid,136,1.0158471793200539,0.7939577371782527,16.1072834781306,1,6,2.42097075408745,12.338134531658778,1
engineering,junior,onsite,133,1.0401079278941086,0.7397877867546302,9.157433557926552,0,9,2.3477732722319953,8.944911426348362,1
engineering,mid,hybrid,33,0.6,0.6745184648486193,9.410932334897025,0,2,3.1757072630988077,2.114997095325109,0
operations,junior,hybrid,126,1.4236634275737743,0.7177742544845145,0.1652333404692723,2,2,2.4876657422972017,7.592935281627566,0
finance,junior,hybrid,59,1.1198712002065447,0.42478698221679917,16.259987481104694,2,6,1.4862316510943865,3.26587402524815,0
engineering,mid,hybrid,145,0.9203204444390499,0.6538496432273553,20.142485884370778,1,4,3.165889003206703,9.991407820328043,0
finance,mid,hybrid,158,0.8422283554758719,0.500703350655599,13.362408628852549,0,4,3.7045116231452977,12.83242414725472,0
sales,junior,hybrid,98,1.0980958541119408,0.86630775069741,6.104082243791829,1,3,4.507101721973288,5.451481069848492,0
engineering,junior,remote,146,1.0243091922551812,0.7966476311962881,14.595156279750638,0,3,3.385912848338884,10.450242455144187,0
operations,junior,remote,85,0.9638221232051767,0.7960802700239741,26.075881110285817,0,1,3.6478400242073707,7.1457522325209535,0
sales,junior,hybrid,6,1.0187501950461217,1.0,22.08183488812521,0,2,3.81250643890781,0.0,0
sales,senior,hybrid,139,0.9330920593663078,0.5940045070399302,13.73473072466322,2,3,3.466254772963424,9.038753223555327,0
