date,channel,sku,unit_price,is_promo,is_holiday,avg_temp_c,rainfall_mm,demand_units
2022-05-27,site,SKU_01,473.6,0,0,25.1,2.66,120.0
2022-05-28,site,SKU_01,473.6,0,0,25.42,1.55,103.0
2022-05-29,site,SKU_01,473.6,0,0,27.28,4.98,111.0
2022-05-30,site,SKU_01,473.6,0,0,23.75,0.0,139.0
2022-05-31,site,SKU_01,473.6,0,0,28.09,1.4,168.0
2022-06-01,site,SKU_01,468.91,0,0,25.48,3.62,167.0
2022-06-02,site,SKU_01,468.91,1,0,27.39,2.44,179.0
2022-06-03,site,SKU_01,468.91,0,0,27.28,0.0,120.0
2022-06-04,site,SKU_01,468.91,0,0,27.01,0.0,111.0
2022-06-05,site,SKU_01,468.91,0,0,26.53,0.0,112.0
2022-06-06,site,SKU_01,468.91,0,0,26.04,1.17,141.0
2022-06-07,site,SKU_01,468.91,0,0,24.92,0.0,161.0
2022-06-08,site,SKU_01,468.91,0,0,21.42,4.03,167.0
2022-06-09,site,SKU_01,468.91,0,0,22.17,0.0,153.0
2022-06-10,site,SKU_01,468.91,0,0,23.54,1.69,118.0
2022-06-11,site,SKU_01,468.91,0,0,26.69,4.89,104.0
2022-06-12,site,SKU_01,468.91,0,0,25.06,1.69,107.0
2022-06-13,site,SKU_01,468.91,0,0,22.09,0.67,147.0
2022-06-14,site,SKU_01,468.91,1,0,24.78,3.94,200.0
2022-06-15,site,SKU_01,468.91,0,0,25.55,0.0,176.0
2022-06-16,site,SKU_01,468.91,0,0,24.28,0.0,149.0
2022-06-17,site,SKU_01,468.91,0,0,24.13,0.01,118.0
2022-06-18,site,SKU_01,468.91,0,0,25.49,0.0,111.0
2022-06-19,site,SKU_01,468.91,0,0,25.0,0.0,117.0
2022-06-20,site,SKU_01,468.91,0,0,25.02,5.36,138.0
2022-06-21,site,SKU_01,468.91,0,0,23.97,1.9,169.0
2022-06-22,site,SKU_01,468.91,0,0,23.22,0.0,174.0
2022-06-23,site,SKU_01,468.91,0,0,26.73,0.0,154.0
2022-06-24,site,SKU_01,468.91,0,0,23.47,2.15,120.0
2022-06-25,site,SKU_01,468.91,1,0,22.39,0.0,126.0
2022-06-26,site,SKU_01,468.91,1,0,23.31,2.48,132.0
2022-06-27,site,SKU_01,468.91,0,0,23.45,2.33,133.0
2022-06-28,site,SKU_01,468.91,0,0,24.44,0.0,164.0
2022-06-29,site,SKU_01,468.91,1,0,24.58,0.0,206.0
2022-06-30,site,SKU_01,468.91,0,0,21.01,0.0,151.0
2022-07-01,site,SKU_01,464.22,0,0,21.24,0.0,115.0
2022-07-02,site,SKU_01,464.22,0,0,20.26,0.0,108.0
2022-07-03,site,SKU_01,464.22,0,0,24.22,0.0,115.0
2022-07-04,site,SKU_01,464.22,0,0,22.82,1.21,139.0
2022-07-05,site,SKU_01,464.22,1,0,22.88,1.72,191.0
2022-07-06,site,SKU_01,464.22,0,0,18.43,2.22,164.0
2022-07-07,site,SKU_01,464.22,0,0,19.01,0.24,161.0
2022-07-08,site,SKU_01,464.22,0,0,23.16,0.0,125.0
2022-07-09,site,SKU_01,464.22,0,0,21.58,0.0,115.0
2022-07-10,site,SKU_01,464.22,0,0,24.04,0.0,116.0
2022-07-11,site,SKU_01,464.22,0,0,22.67,2.83,141.0
2022-07-12,site,SKU_01,464.22,0,0,22.9,0.85,164.0
2022-07-13,site,SKU_01,464.22,0,0,20.64,0.0,179.0
2022-07-14,site,SKU_01,464.22,0,0,23.97,0.7,153.0
2022-07-15,site,SKU_01,464.22,0,0,21.77,0.0,125.0
2022-07-16,site,SKU_01,464.22,1,0,18.94,0.07,138.0
2022-07-17,site,SKU_01,464.22,0,0,22.78,0.23,114.0
2022-07-18,site,SKU_01,464.22,0,0,20.69,0.0,136.0
2022-07-19,site,SKU_01,464.22,0,0,18.69,1.39,156.0
2022-07-20,site,SKU_01,464.22,0,0,20.6,2.49,174.0
2022-07-21,site,SKU_01,464.22,0,0,20.78,0.0,156.0
2022-07-22,site,SKU_01,464.22,0,0,21.28,3.2,123.0
2022-07-23,site,SKU_01,464.22,0,0,18.24,0.0,107.0
2022-07-24,site,SKU_01,464.22,0,0,19.33,1.0,111.0
2022-07-25,site,SKU_01,464.22,0,0,20.82,0.0,141.0
2022-07-26,site,SKU_01,464.22,0,0,18.1,0.0,161.0
2022-07-27,site,SKU_01,464.22,0,0,16.23,0.0,173.0
2022-07-28,site,SKU_01,464.22,0,0,19.72,3.28,155.0
2022-07-29,site,SKU_01,464.22,0,0,22.63,0.0,123.0
2022-07-30,site,SKU_01,464.22,0,0,18.11,0.0,117.0
2022-07-31,site,SKU_01,464.22,0,0,19.01,4.94,121.0
2022-08-01,site,SKU_01,460.79,0,0,19.34,1.09,155.0
2022-08-02,site,SKU_01,460.79,0,0,20.94,0.0,166.0
2022-08-03,site,SKU_01,460.79,0,0,18.42,2.91,173.0
2022-08-04,site,SKU_01,460.79,0,0,19.22,1.7,146.0
2022-08-05,site,SKU_01,460.79,0,0,20.3,0.0,127.0
2022-08-06,site,SKU_01,460.79,0,0,19.15,0.0,104.0
2022-08-07,site,SKU_01,460.79,0,0,18.17,0.0,117.0
2022-08-08,site,SKU_01,460.79,0,0,16.99,2.79,132.0
2022-08-09,site,SKU_01,460.79,0,0,15.18,1.23,167.0
2022-08-10,site,SKU_01,460.79,0,0,18.56,1.82,169.0
2022-08-11,site,SKU_01,460.79,0,0,16.41,0.0,163.0
2022-08-12,site,SKU_01,460.79,0,0,17.65,0.0,125.0
2022-08-13,site,SKU_01,460.79,0,0,17.33,0.63,109.0
2022-08-14,site,SKU_01,460.79,0,0,20.14,0.11,119.0
2022-08-15,site,SKU_01,460.79,0,0,15.4,2.52,142.0
2022-08-16,site,SKU_01,460.79,0,0,20.93,0.37,169.0
2022-08-17,site,SKU_01,460.79,0,0,15.69,1.96,172.0
2022-08-18,site,SKU_01,460.79,0,0,18.62,3.11,161.0
2022-08-19,site,SKU_01,460.79,0,0,19.91,5.12,133.0
2022-08-20,site,SKU_01,460.79,0,0,14.36,1.34,112.0
2022-08-21,site,SKU_01,460.79,0,0,16.64,1.75,117.0
2022-08-22,site,SKU_01,460.79,0,0,18.33,1.68,144.0
2022-08-23,site,SKU_01,460.79,0,0,18.32,4.84,170.0
2022-08-24,site,SKU_01,460.79,0,0,18.5,0.0,183.0
2022-08-25,site,SKU_01,460.79,0,0,18.92,2.9,161.0
2022-08-26,site,SKU_01,460.79,0,0,19.46,3.16,131.0
2022-08-27,site,SKU_01,460.79,0,0,11.95,3.45,104.0
2022-08-28,site,SKU_01,460.79,0,0,17.97,3.74,115.0
2022-08-29,site,SKU_01,460.79,0,0,19.56,1.71,146.0
2022-08-30,site,SKU_01,460.79,0,0,17.76,6.42,165.0
2022-08-31,site,SKU_01,460.79,0,0,16.77,2.88,178.0
2022-09-01,site,SKU_01,459.53,0,0,15.57,5.08,158.0
2022-09-02,site,SKU_01,459.53,0,0,16.66,3.63,127.0
2022-09-03,site,SKU_01,459.53,0,0,14.92,5.66,105.0
2022-09-04,site,SKU_01,459.53,0,0,17.54,4.34,120.0
2022-09-05,site,SKU_01,459.53,1,0,18.01,4.23,171.0
2022-09-06,site,SKU_01,459.53,0,0,17.23,2.84,178.0
2022-09-07,site,SKU_01,459.53,0,1,19.25,7.55,202.0
2022-09-08,site,SKU_01,459.53,0,0,17.17,5.38,162.0
2022-09-09,site,SKU_01,459.53,0,0,17.98,3.66,131.0
2022-09-10,site,SKU_01,459.53,1,0,17.59,3.89,141.0
2022-09-11,site,SKU_01,459.53,1,0,15.73,5.65,140.0
2022-09-12,site,SKU_01,459.53,0,0,18.96,2.98,144.0
2022-09-13,site,SKU_01,459.53,0,0,14.49,4.29,174.0
2022-09-14,site,SKU_01,459.53,0,0,17.41,5.02,184.0
2022-09-15,site,SKU_01,459.53,0,0,17.37,0.0,157.0
2022-09-16,site,SKU_01,459.53,0,0,16.29,4.46,139.0
2022-09-17,site,SKU_01,459.53,1,0,16.57,3.47,138.0
2022-09-18,site,SKU_01,459.53,0,0,16.17,6.85,125.0
2022-09-19,site,SKU_01,459.53,0,0,17.37,2.68,154.0
2022-09-20,site,SKU_01,459.53,0,0,16.31,3.2,176.0
2022-09-21,site,SKU_01,459.53,0,0,17.08,2.88,181.0
2022-09-22,site,SKU_01,459.53,0,0,15.72,5.32,160.0
2022-09-23,site,SKU_01,459.53,0,0,18.71,5.51,136.0
2022-09-24,site,SKU_01,459.53,0,0,16.85,4.95,115.0
2022-09-25,site,SKU_01,459.53,1,0,18.07,3.97,146.0
2022-09-26,site,SKU_01,459.53,0,0,16.84,8.67,148.0
2022-09-27,site,SKU_01,459.53,0,0,14.01,5.09,176.0
2022-09-28,site,SKU_01,459.53,0,0,16.42,8.6,182.0
2022-09-29,site,SKU_01,459.53,0,0,18.59,6.34,169.0
2022-09-30,site,SKU_01,459.53,0,0,16.11,6.15,130.0
2022-10-01,site,SKU_01,460.79,0,0,13.22,7.44,114.0
2022-10-02,site,SKU_01,460.79,0,0,16.02,7.86,121.0
2022-10-03,site,SKU_01,460.79,0,0,18.21,9.69,155.0
2022-10-04,site,SKU_01,460.79,0,0,18.25,8.8,182.0
2022-10-05,site,SKU_01,460.79,0,0,16.95,4.0,184.0
2022-10-06,site,SKU_01,460.79,0,0,14.6,9.39,174.0
2022-10-07,site,SKU_01,460.79,0,0,15.55,4.09,140.0
2022-10-08,site,SKU_01,460.79,1,0,16.19,9.22,144.0
2022-10-09,site,SKU_01,460.79,1,0,14.29,7.82,149.0
2022-10-10,site,SKU_01,460.79,0,0,15.66,6.53,163.0
2022-10-11,site,SKU_01,460.79,0,0,15.93,6.5,180.0
2022-10-12,site,SKU_01,460.79,1,1,15.65,5.63,264.0
2022-10-13,site,SKU_01,460.79,0,0,18.47,7.37,170.0
2022-10-14,site,SKU_01,460.79,0,0,16.18,11.12,129.0
2022-10-15,site,SKU_01,460.79,1,0,15.23,7.47,148.0
2022-10-16,site,SKU_01,460.79,0,0,15.54,9.78,127.0
2022-10-17,site,SKU_01,460.79,0,0,18.0,8.24,159.0
2022-10-18,site,SKU_01,460.79,0,0,16.5,7.74,174.0
2022-10-19,site,SKU_01,460.79,0,0,13.78,5.22,193.0
2022-10-20,site,SKU_01,460.79,0,0,13.66,5.77,185.0
2022-10-21,site,SKU_01,460.79,1,0,19.66,7.12,167.0
2022-10-22,site,SKU_01,460.79,0,0,13.02,7.87,121.0
2022-10-23,site,SKU_01,460.79,0,0,13.62,6.55,131.0
2022-10-24,site,SKU_01,460.79,0,0,17.3,5.41,156.0
2022-10-25,site,SKU_01,460.79,0,0,17.73,8.39,185.0
2022-10-26,site,SKU_01,460.79,0,0,17.3,9.86,200.0
2022-10-27,site,SKU_01,460.79,1,0,18.51,8.04,221.0
2022-10-28,site,SKU_01,460.79,0,0,20.27,5.99,150.0
2022-10-29,site,SKU_01,460.79,0,0,14.9,5.88,126.0
2022-10-30,site,SKU_01,460.79,0,0,16.67,7.45,127.0
2022-10-31,site,SKU_01,460.79,0,0,15.33,13.99,159.0
2022-11-01,site,SKU_01,464.22,0,0,16.1,8.65,177.0
2022-11-02,site,SKU_01,464.22,0,1,14.56,5.16,221.0
2022-11-03,site,SKU_01,464.22,0,0,19.49,9.13,178.0
2022-11-04,site,SKU_01,464.22,0,0,18.58,7.34,148.0
2022-11-05,site,SKU_01,464.22,0,0,16.2,10.63,120.0
2022-11-06,site,SKU_01,464.22,0,0,15.28,6.88,122.0
2022-11-07,site,SKU_01,464.22,0,0,17.53,10.29,160.0
2022-11-08,site,SKU_01,464.22,0,0,18.47,11.01,194.0
2022-11-09,site,SKU_01,464.22,0,0,15.72,13.44,199.0
2022-11-10,site,SKU_01,464.22,0,0,17.72,8.91,177.0
2022-11-11,site,SKU_01,464.22,0,0,14.87,12.02,140.0
2022-11-12,site,SKU_01,464.22,0,0,18.3,8.38,128.0
2022-11-13,site,SKU_01,464.22,0,0,17.77,13.88,134.0
2022-11-14,site,SKU_01,464.22,0,0,18.09,11.88,160.0
2022-11-15,site,SKU_01,464.22,0,1,17.79,8.36,222.0
2022-11-16,site,SKU_01,464.22,0,0,19.15,13.65,194.0
2022-11-17,site,SKU_01,464.22,1,0,18.84,8.97,215.0
2022-11-18,site,SKU_01,464.22,1,0,21.18,11.21,181.0
2022-11-19,site,SKU_01,464.22,0,0,14.44,6.05,128.0
2022-11-20,site,SKU_01,464.22,0,0,18.89,7.63,143.0
2022-11-21,site,SKU_01,464.22,0,0,20.01,10.99,160.0
2022-11-22,site,SKU_01,464.22,0,0,14.79,11.25,185.0
2022-11-23,site,SKU_01,464.22,0,0,17.53,8.2,202.0
2022-11-24,site,SKU_01,464.22,0,0,15.06,12.16,177.0
2022-11-25,site,SKU_01,464.22,0,0,14.45,8.68,135.0
2022-11-26,site,SKU_01,464.22,0,0,18.39,8.33,124.0
2022-11-27,site,SKU_01,464.22,0,0,19.84,12.23,132.0
2022-11-28,site,SKU_01,464.22,0,0,19.89,7.78,162.0
2022-11-29,site,SKU_01,464.22,0,0,18.3,11.05,194.0
2022-11-30,site,SKU_01,464.22,0,0,21.16,11.8,200.0
2022-12-01,site,SKU_01,468.91,0,0,20.86,7.07,187.0
2022-12-02,site,SKU_01,468.91,0,0,20.11,12.16,149.0
2022-12-03,site,SKU_01,468.91,0,0,20.91,17.27,120.0
2022-12-04,site,SKU_01,468.91,0,0,20.61,12.32,129.0
2022-12-05,site,SKU_01,468.91,0,0,24.1,12.12,168.0
2022-12-06,site,SKU_01,468.91,0,0,19.86,10.89,189.0
2022-12-07,site,SKU_01,468.91,0,0,20.8,15.69,197.0
2022-12-08,site,SKU_01,468.91,0,0,19.36,10.62,180.0
2022-12-09,site,SKU_01,468.91,0,0,22.04,7.75,148.0
2022-12-10,site,SKU_01,468.91,1,0,21.18,9.12,161.0
2022-12-11,site,SKU_01,468.91,0,0,22.34,8.31,138.0
2022-12-12,site,SKU_01,468.91,0,0,17.83,11.62,167.0
2022-12-13,site,SKU_01,468.91,0,0,21.16,12.35,200.0
2022-12-14,site,SKU_01,468.91,0,0,15.79,11.04,195.0
2022-12-15,site,SKU_01,468.91,1,0,21.24,14.51,220.0
2022-12-16,site,SKU_01,468.91,0,0,19.54,10.32,147.0
2022-12-17,site,SKU_01,468.91,0,0,22.13,7.7,132.0
2022-12-18,site,SKU_01,468.91,0,0,21.09,13.11,139.0
2022-12-19,site,SKU_01,468.91,1,0,20.95,11.42,198.0
2022-12-20,site,SKU_01,468.91,0,0,22.9,12.45,195.0
2022-12-21,site,SKU_01,468.91,0,0,22.7,10.99,197.0
2022-12-22,site,SKU_01,468.91,0,0,24.16,14.93,190.0
2022-12-23,site,SKU_01,468.91,0,0,23.8,14.08,146.0
2022-12-24,site,SKU_01,468.91,0,0,21.75,12.81,128.0
2022-12-25,site,SKU_01,468.91,0,1,20.61,13.78,156.0
2022-12-26,site,SKU_01,468.91,0,0,23.71,11.38,162.0
2022-12-27,site,SKU_01,468.91,0,0,19.54,12.51,193.0
2022-12-28,site,SKU_01,468.91,0,0,17.29,9.25,203.0
2022-12-29,site,SKU_01,468.91,0,0,23.38,8.94,184.0
2022-12-30,site,SKU_01,468.91,0,0,23.37,17.12,144.0
2022-12-31,site,SKU_01,468.91,0,0,21.9,11.28,128.0
2023-01-01,site,SKU_01,473.6,0,1,22.41,15.23,162.0
2023-01-02,site,SKU_01,473.6,0,0,23.4,15.92,167.0
2023-01-03,site,SKU_01,473.6,0,0,22.06,10.11,202.0
2023-01-04,site,SKU_01,473.6,0,0,23.55,9.16,200.0
2023-01-05,site,SKU_01,473.6,0,0,20.42,12.22,182.0
2023-01-06,site,SKU_01,473.6,0,0,19.65,11.55,158.0
2023-01-07,site,SKU_01,473.6,0,0,21.22,11.1,130.0
2023-01-08,site,SKU_01,473.6,0,0,24.97,12.2,138.0
2023-01-09,site,SKU_01,473.6,0,0,22.62,13.86,166.0
2023-01-10,site,SKU_01,473.6,0,0,24.52,10.56,194.0
2023-01-11,site,SKU_01,473.6,0,0,22.39,11.11,205.0
2023-01-12,site,SKU_01,473.6,0,0,22.36,13.44,179.0
2023-01-13,site,SKU_01,473.6,0,0,23.43,14.77,146.0
2023-01-14,site,SKU_01,473.6,0,0,25.57,7.19,139.0
2023-01-15,site,SKU_01,473.6,0,0,25.02,11.95,139.0
2023-01-16,site,SKU_01,473.6,0,0,21.31,8.07,165.0
2023-01-17,site,SKU_01,473.6,0,0,27.38,11.05,191.0
2023-01-18,site,SKU_01,473.6,0,0,20.18,11.2,202.0
2023-01-19,site,SKU_01,473.6,1,0,27.19,14.32,209.0
2023-01-20,site,SKU_01,473.6,0,0,26.47,12.87,152.0
2023-01-21,site,SKU_01,473.6,0,0,23.38,16.03,128.0
2023-01-22,site,SKU_01,473.6,0,0,22.55,9.53,135.0
2023-01-23,site,SKU_01,473.6,0,0,27.21,12.06,171.0
2023-01-24,site,SKU_01,473.6,0,0,25.38,7.58,201.0
2023-01-25,site,SKU_01,473.6,1,0,26.63,8.01,247.0
2023-01-26,site,SKU_01,473.6,0,0,25.37,8.38,181.0
2023-01-27,site,SKU_01,473.6,0,0,27.52,13.14,145.0
2023-01-28,site,SKU_01,473.6,0,0,26.49,9.52,124.0
2023-01-29,site,SKU_01,473.6,0,0,25.21,8.71,139.0
2023-01-30,site,SKU_01,473.6,0,0,23.6,11.27,166.0
2023-01-31,site,SKU_01,473.6,0,0,26.54,7.97,197.0
2023-02-01,site,SKU_01,477.03,1,0,28.51,6.24,255.0
