timestamp,amount,hour,velocity_1h,device_risk,merchant_risk,is_international,card_age_days,chargeback_history,amount_over_1k,is_fraud
2025-01-01 00:46:00,208.27,0,2,0.1578,0.7301,0,892,0,0,0
2025-01-01 00:47:00,107.56,0,1,0.1651,0.4194,1,146,0,0,0
2025-01-01 00:48:00,171.14,0,1,0.1295,0.2796,0,1809,0,0,0
2025-01-01 00:49:00,91.74,0,0,0.2708,0.5399,0,445,1,0,1
2025-01-01 00:50:00,115.0,0,2,0.3625,0.5524,0,2100,0,0,0
2025-01-01 00:51:00,163.03,0,1,0.1425,0.358,1,2341,0,0,0
2025-01-01 00:52:00,19.37,0,2,0.2768,0.1978,0,590,0,0,0
2025-01-01 00:53:00,61.8,0,1,0.293,0.353,1,650,0,0,0
2025-01-01 00:54:00,53.0,0,0,0.158,0.5445,0,1750,0,0,0
2025-01-01 00:55:00,44.63,0,1,0.1015,0.3629,0,2400,0,0,0
2025-01-01 00:56:00,64.67,0,1,0.4507,0.2445,0,79,0,0,0
2025-01-01 00:57:00,393.41,0,2,0.3414,0.0856,0,1422,0,0,0
2025-01-01 00:58:00,35.4,0,1,0.3185,0.5841,0,1300,0,0,0
2025-01-01 00:59:00,229.9,0,2,0.0217,0.3242,0,2264,0,0,0
2025-01-01 01:00:00,15.39,1,1,0.2177,0.6118,0,1859,0,0,0
2025-01-01 01:01:00,60.85,1,2,0.6832,0.392,1,1739,0,0,0
2025-01-01 01:02:00,101.09,1,0,0.5935,0.3008,0,1614,0,0,0
2025-01-01 01:03:00,155.7,1,2,0.4364,0.294,0,2408,0,0,0
2025-01-01 01:04:00,176.88,1,4,0.247,0.1731,0,1021,0,0,0
2025-01-01 01:05:00,192.33,1,3,0.1701,0.4428,1,281,0,0,1
2025-01-01 01:06:00,60.0,1,0,0.2704,0.4435,1,2243,0,0,0
2025-01-01 01:07:00,53.43,1,0,0.1181,0.1615,0,352,0,0,0
2025-01-01 01:08:00,205.44,1,2,0.2165,0.5461,0,1308,0,0,1
2025-01-01 01:09:00,70.45,1,1,0.0515,0.7373,0,826,1,0,0
2025-01-01 01:10:00,23.31,1,1,0.3232,0.5234,1,1837,0,0,0
2025-01-01 01:11:00,26.95,1,1,0.2394,0.176,0,1203,0,0,0
2025-01-01 01:12:00,33.52,1,0,0.4371,0.0714,0,1728,0,0,0
2025-01-01 01:13:00,142.18,1,0,0.3944,0.3479,0,124,0,0,0
2025-01-01 01:14:00,99.02,1,2,0.2555,0.2421,1,1069,0,0,0
2025-01-01 01:15:00,173.17,1,1,0.1074,0.3574,0,830,0,0,0
2025-01-01 01:16:00,55.38,1,0,0.3052,0.2069,0,1850,0,0,0
2025-01-01 01:17:00,100.66,1,2,0.3451,0.5042,0,817,0,0,0
2025-01-01 01:18:00,162.08,1,1,0.323,0.3063,1,804,0,0,1
2025-01-01 01:19:00,62.46,1,0,0.1066,0.3378,0,1017,0,0,0
2025-01-01 01:20:00,136.44,1,2,0.2445,0.5304,0,270,0,0,1
2025-01-01 01:21:00,43.59,1,1,0.3387,0.0967,0,1825,1,0,0
2025-01-01 01:22:00,59.13,1,1,0.4979,0.3936,0,148,0,0,1
2025-01-01 01:23:00,58.01,1,1,0.3239,0.2745,0,1116,1,0,0
2025-01-01 01:24:00,25.29,1,2,0.2233,0.7255,0,89,0,0,0
2025-01-01 01:25:00,140.71,1,1,0.4485,0.3171,0,807,0,0,0
2025-01-01 01:26:00,53.05,1,3,0.6578,0.3471,0,2358,0,0,0
2025-01-01 01:27:00,86.73,1,4,0.2853,0.1186,0,2390,0,0,0
2025-01-01 01:28:00,139.82,1,0,0.415,0.3278,0,1206,0,0,0
2025-01-01 01:29:00,135.03,1,1,0.3167,0.3248,0,2448,0,0,0
2025-01-01 01:30:00,168.8,1,0,0.5931,0.4101,0,1466,0,0,0
2025-01-01 01:31:00,77.44,1,3,0.3892,0.2239,1,1982,0,0,0
2025-01-01 01:32:00,55.6,1,0,0.1062,0.3579,0,2184,0,0,0
2025-01-01 01:33:00,78.94,1,2,0.1654,0.3495,0,456,0,0,1
2025-01-01 01:34:00,15.32,1,2,0.1772,0.176,0,910,0,0,0
2025-01-01 01:35:00,19.57,1,1,0.3334,0.7076,0,93,0,0,0
2025-01-01 01:36:00,22.22,1,1,0.3612,0.1979,0,1689,0,0,0
2025-01-01 01:37:00,30.96,1,2,0.0337,0.1303,0,1696,0,0,0
2025-01-01 01:38:00,128.74,1,1,0.2782,0.5143,0,2179,0,0,0
2025-01-01 01:39:00,34.0,1,1,0.111,0.0531,0,212,0,0,0
2025-01-01 01:40:00,58.22,1,1,0.5481,0.3465,0,2303,0,0,0
2025-01-01 01:41:00,322.21,1,0,0.2235,0.7011,0,426,0,0,0
2025-01-01 01:42:00,59.54,1,1,0.067,0.2204,0,1941,0,0,0
2025-01-01 01:43:00,181.68,1,1,0.1787,0.5724,0,569,0,0,0
2025-01-01 01:44:00,33.04,1,0,0.1796,0.2661,1,2347,0,0,0
2025-01-01 01:45:00,69.44,1,2,0.5593,0.2811,0,1240,0,0,0
2025-01-01 01:46:00,32.49,1,1,0.3476,0.6062,1,1113,0,0,1
2025-01-01 01:47:00,60.59,1,1,0.3532,0.2387,0,732,0,0,0
2025-01-01 01:48:00,201.77,1,0,0.1347,0.4779,0,1362,0,0,0
2025-01-01 01:49:00,14.7,1,1,0.3228,0.1574,0,2117,0,0,0
2025-01-01 01:50:00,133.37,1,3,0.3884,0.362,0,1870,0,0,0
2025-01-01 01:51:00,109.12,1,2,0.2644,0.5179,0,2190,0,0,0
2025-01-01 01:52:00,46.71,1,2,0.3108,0.4305,0,1166,0,0,0
2025-01-01 01:53:00,19.59,1,1,0.3821,0.6736,0,1464,0,0,1
2025-01-01 01:54:00,92.16,1,2,0.1604,0.6238,0,2038,0,0,0
2025-01-01 01:55:00,49.89,1,0,0.2795,0.3651,0,250,0,0,0
2025-01-01 01:56:00,108.56,1,4,0.7277,0.2994,1,1417,0,0,1
2025-01-01 01:57:00,87.56,1,0,0.2293,0.1896,0,858,0,0,0
2025-01-01 01:58:00,438.7,1,3,0.5138,0.3454,1,595,0,0,1
2025-01-01 01:59:00,67.08,1,4,0.121,0.6712,0,429,0,0,0
2025-01-01 02:00:00,30.15,2,2,0.3682,0.4012,0,1304,0,0,0
2025-01-01 02:01:00,102.81,2,3,0.1923,0.2828,0,1904,0,0,0
2025-01-01 02:02:00,107.17,2,1,0.4714,0.1871,0,2063,0,0,0
2025-01-01 02:03:00,342.53,2,0,0.2249,0.3974,1,2474,0,0,1
2025-01-01 02:04:00,200.7,2,0,0.5663,0.5004,0,1402,1,0,0
2025-01-01 02:05:00,123.22,2,1,0.5942,0.1505,0,2232,0,0,0
2025-01-01 02:06:00,380.91,2,2,0.4322,0.7951,0,625,0,0,0
2025-01-01 02:07:00,25.47,2,5,0.1105,0.4507,0,917,0,0,0
2025-01-01 02:08:00,44.59,2,2,0.5787,0.6051,1,1978,0,0,1
2025-01-01 02:09:00,33.28,2,0,0.2274,0.2633,0,539,0,0,0
2025-01-01 02:10:00,57.54,2,1,0.4489,0.1078,0,1414,0,0,0
2025-01-01 02:11:00,21.03,2,1,0.4647,0.2427,1,1438,0,0,1
2025-01-01 02:12:00,163.67,2,1,0.2168,0.178,0,2169,0,0,0
2025-01-01 02:13:00,68.26,2,3,0.1582,0.0911,0,2005,0,0,0
2025-01-01 02:14:00,19.1,2,2,0.2778,0.0971,0,2089,0,0,1
2025-01-01 02:15:00,30.39,2,1,0.1833,0.4225,0,2254,0,0,0
2025-01-01 02:16:00,117.89,2,1,0.2379,0.25,1,254,0,0,1
2025-01-01 02:17:00,201.32,2,2,0.0561,0.8779,0,1219,0,0,0
2025-01-01 02:18:00,656.33,2,5,0.2994,0.3023,0,1546,0,0,0
2025-01-01 02:19:00,1672.61,2,0,0.2368,0.8477,0,1138,0,1,1
2025-01-01 02:20:00,130.67,2,1,0.1641,0.536,0,2065,0,0,0
2025-01-01 02:21:00,31.21,2,3,0.1533,0.5228,0,1583,0,0,1
2025-01-01 02:22:00,9.73,2,1,0.0802,0.5115,0,1700,0,0,0
2025-01-01 02:23:00,112.51,2,4,0.1506,0.2583,0,744,1,0,1
2025-01-01 02:24:00,37.37,2,2,0.356,0.2372,0,2108,0,0,0
2025-01-01 02:25:00,56.06,2,1,0.2126,0.6126,1,994,0,0,0
2025-01-01 02:26:00,45.86,2,0,0.2421,0.4416,1,104,0,0,0
2025-01-01 02:27:00,74.17,2,2,0.2638,0.5337,1,1048,0,0,0
2025-01-01 02:28:00,253.99,2,1,0.2253,0.1324,0,358,0,0,0
2025-01-01 02:29:00,100.5,2,1,0.1677,0.446,1,523,0,0,1
2025-01-01 02:30:00,72.83,2,0,0.1655,0.1571,0,533,0,0,0
2025-01-01 02:31:00,29.77,2,2,0.3567,0.2774,0,1464,0,0,0
2025-01-01 02:32:00,15.52,2,2,0.2535,0.5158,0,1378,0,0,0
2025-01-01 02:33:00,52.14,2,1,0.1035,0.1294,0,854,0,0,0
2025-01-01 02:34:00,81.06,2,0,0.1617,0.3992,0,1406,0,0,0
2025-01-01 02:35:00,519.72,2,1,0.3562,0.4682,0,1919,0,0,0
2025-01-01 02:36:00,97.8,2,0,0.4197,0.1794,0,1167,0,0,0
2025-01-01 02:37:00,233.32,2,1,0.5507,0.2885,0,1298,0,0,1
2025-01-01 02:38:00,51.46,2,3,0.267,0.1603,0,923,0,0,0
2025-01-01 02:39:00,25.57,2,1,0.3749,0.1343,0,1652,0,0,0
2025-01-01 02:40:00,32.0,2,0,0.5394,0.6404,0,1821,1,0,1
2025-01-01 02:41:00,40.86,2,0,0.3361,0.4236,0,178,0,0,0
2025-01-01 02:42:00,750.72,2,0,0.2623,0.4294,0,1690,0,0,0
2025-01-01 02:43:00,37.05,2,2,0.1289,0.2705,0,2149,0,0,0
2025-01-01 02:44:00,201.39,2,1,0.4608,0.5266,0,2495,0,0,0
2025-01-01 02:45:00,34.09,2,3,0.7692,0.6128,0,2116,1,0,0
2025-01-01 02:46:00,221.45,2,3,0.2504,0.905,0,1542,0,0,0
2025-01-01 02:47:00,126.8,2,1,0.4631,0.1796,0,947,0,0,0
2025-01-01 02:48:00,72.98,2,1,0.0546,0.2285,0,451,0,0,0
2025-01-01 02:49:00,82.14,2,3,0.4554,0.331,0,1301,0,0,0
2025-01-01 02:50:00,43.91,2,4,0.2758,0.5945,0,1474,0,0,0
2025-01-01 02:51:00,134.96,2,2,0.2455,0.3888,0,2491,0,0,0
2025-01-01 02:52:00,53.83,2,0,0.25,0.8022,0,2358,0,0,0
2025-01-01 02:53:00,24.53,2,3,0.3223,0.3083,0,791,0,0,1
2025-01-01 02:54:00,23.25,2,1,0.2011,0.3714,1,1186,0,0,1
2025-01-01 02:55:00,102.11,2,2,0.3195,0.6058,0,1095,0,0,0
2025-01-01 02:56:00,428.66,2,2,0.7319,0.6117,1,594,0,0,1
2025-01-01 02:57:00,100.81,2,1,0.4318,0.5317,0,2483,0,0,0
2025-01-01 02:58:00,75.87,2,1,0.2489,0.3595,0,1494,1,0,1
2025-01-01 02:59:00,114.61,2,0,0.2268,0.4492,0,2467,0,0,1
2025-01-01 03:00:00,324.45,3,0,0.3801,0.6417,0,1432,0,0,0
2025-01-01 03:01:00,107.1,3,2,0.385,0.4287,1,89,0,0,0
2025-01-01 03:02:00,56.31,3,0,0.2105,0.0537,0,937,0,0,0
2025-01-01 03:03:00,264.65,3,3,0.3173,0.4261,0,961,0,0,0
2025-01-01 03:04:00,132.6,3,2,0.5104,0.5687,0,243,0,0,0
2025-01-01 03:05:00,410.13,3,0,0.1864,0.1167,0,1930,0,0,0
2025-01-01 03:06:00,103.22,3,2,0.5628,0.744,0,2439,1,0,0
2025-01-01 03:07:00,24.56,3,0,0.3146,0.1478,0,2419,0,0,0
2025-01-01 03:08:00,21.21,3,2,0.0208,0.1571,0,1456,0,0,0
2025-01-01 03:09:00,461.25,3,1,0.3646,0.1807,1,37,0,0,0
2025-01-01 03:10:00,496.78,3,1,0.2921,0.4102,0,2475,0,0,0
2025-01-01 03:11:00,71.3,3,2,0.2133,0.7085,0,557,0,0,0
2025-01-01 03:12:00,57.92,3,2,0.4937,0.8064,0,521,0,0,0
2025-01-01 03:13:00,380.19,3,2,0.2254,0.4563,0,2262,0,0,0
2025-01-01 03:14:00,27.68,3,4,0.5612,0.0725,0,1167,0,0,0
2025-01-01 03:15:00,34.38,3,1,0.1626,0.3774,1,2020,0,0,0
2025-01-01 03:16:00,165.04,3,2,0.5371,0.2095,0,223,0,0,0
2025-01-01 03:17:00,57.25,3,3,0.5621,0.3995,0,2279,0,0,0
2025-01-01 03:18:00,85.18,3,1,0.5209,0.7651,1,2018,0,0,1
2025-01-01 03:19:00,72.48,3,0,0.2066,0.3046,0,350,0,0,0
2025-01-01 03:20:00,120.82,3,0,0.2105,0.1254,0,883,0,0,0
2025-01-01 03:21:00,359.83,3,2,0.0723,0.1699,0,1988,0,0,0
2025-01-01 03:22:00,93.92,3,0,0.4556,0.1834,0,2188,0,0,0
2025-01-01 03:23:00,165.14,3,2,0.2747,0.2928,0,115,0,0,0
2025-01-01 03:24:00,10.58,3,4,0.241,0.5687,1,746,0,0,1
2025-01-01 03:25:00,81.48,3,0,0.2823,0.2778,0,1302,0,0,0
2025-01-01 03:26:00,36.23,3,0,0.1321,0.0574,0,569,0,0,0
2025-01-01 03:27:00,24.7,3,2,0.0966,0.6691,0,1123,0,0,0
2025-01-01 03:28:00,34.96,3,0,0.067,0.5727,0,2390,0,0,0
2025-01-01 03:29:00,60.9,3,1,0.4893,0.3626,0,120,0,0,0
2025-01-01 03:30:00,217.94,3,1,0.2489,0.5252,0,627,0,0,0
2025-01-01 03:31:00,22.13,3,1,0.1651,0.5142,0,2070,0,0,0
2025-01-01 03:32:00,88.34,3,2,0.2948,0.1763,0,2294,1,0,0
2025-01-01 03:33:00,52.26,3,0,0.1862,0.6243,0,1528,0,0,0
2025-01-01 03:34:00,61.3,3,2,0.2839,0.1647,0,236,0,0,0
2025-01-01 03:35:00,238.13,3,0,0.1698,0.0812,0,15,0,0,0
2025-01-01 03:36:00,148.25,3,2,0.1117,0.1148,0,1598,0,0,0
2025-01-01 03:37:00,335.01,3,0,0.069,0.6339,1,1812,1,0,0
2025-01-01 03:38:00,73.14,3,1,0.3267,0.6855,0,1145,0,0,0
2025-01-01 03:39:00,42.1,3,1,0.1848,0.6036,0,349,0,0,0
2025-01-01 03:40:00,68.15,3,1,0.2097,0.5823,0,2152,0,0,0
2025-01-01 03:41:00,109.66,3,1,0.249,0.8601,0,1164,0,0,0
2025-01-01 03:42:00,102.52,3,3,0.2381,0.4289,0,2450,0,0,0
2025-01-01 03:43:00,28.33,3,1,0.4083,0.3471,1,227,0,0,0
2025-01-01 03:44:00,93.91,3,2,0.158,0.3878,0,233,0,0,1
2025-01-01 03:45:00,108.07,3,0,0.189,0.2686,0,310,0,0,0
2025-01-01 03:46:00,1116.35,3,2,0.3341,0.4269,0,1705,0,1,0
2025-01-01 03:47:00,580.79,3,0,0.0796,0.8528,0,1645,0,0,0
2025-01-01 03:48:00,35.86,3,2,0.4633,0.1876,0,2493,0,0,0
2025-01-01 03:49:00,63.87,3,3,0.3519,0.4303,0,110,0,0,0
2025-01-01 03:50:00,19.25,3,2,0.3442,0.7494,1,596,0,0,0
2025-01-01 03:51:00,46.87,3,0,0.6927,0.2432,0,895,0,0,0
2025-01-01 03:52:00,118.15,3,3,0.3455,0.4867,0,1093,0,0,0
2025-01-01 03:53:00,292.94,3,3,0.2482,0.4173,1,122,0,0,1
2025-01-01 03:54:00,40.7,3,1,0.2039,0.0569,0,737,0,0,0
2025-01-01 03:55:00,43.94,3,2,0.1582,0.6582,0,2434,0,0,0
2025-01-01 03:56:00,9.58,3,3,0.4683,0.8093,0,2248,1,0,0
2025-01-01 03:57:00,72.54,3,3,0.279,0.572,0,324,0,0,0
2025-01-01 03:58:00,28.97,3,1,0.4558,0.3332,0,2265,0,0,0
2025-01-01 03:59:00,49.9,3,0,0.2864,0.337,0,321,0,0,0
2025-01-01 04:00:00,35.01,4,1,0.8545,0.2553,0,1819,0,0,1
2025-01-01 04:01:00,77.78,4,1,0.0815,0.4564,0,2270,0,0,0
2025-01-01 04:02:00,14.26,4,1,0.1427,0.6732,1,2022,0,0,0
2025-01-01 04:03:00,19.18,4,0,0.6398,0.3486,0,1877,0,0,0
2025-01-01 04:04:00,751.32,4,0,0.144,0.3093,0,2369,0,0,0
2025-01-01 04:05:00,23.03,4,1,0.2348,0.1848,0,188,0,0,0
2025-01-01 04:06:00,27.97,4,0,0.1796,0.6101,0,2233,0,0,0
2025-01-01 04:07:00,557.61,4,2,0.222,0.5467,0,1627,0,0,0
2025-01-01 04:08:00,1657.67,4,4,0.1448,0.2431,0,1847,0,1,1
2025-01-01 04:09:00,25.92,4,3,0.5235,0.3818,0,1902,0,0,0
2025-01-01 04:10:00,58.81,4,2,0.1954,0.295,0,1591,0,0,0
2025-01-01 04:11:00,121.31,4,1,0.0393,0.2911,0,1245,1,0,0
2025-01-01 04:12:00,499.33,4,3,0.0817,0.2448,0,1929,0,0,0
2025-01-01 04:13:00,31.29,4,2,0.05,0.6209,0,2366,0,0,0
2025-01-01 04:14:00,66.67,4,0,0.1518,0.38,0,1029,0,0,1
2025-01-01 04:15:00,189.22,4,3,0.2607,0.5878,0,812,0,0,0
2025-01-01 04:16:00,133.41,4,1,0.2853,0.6849,0,354,0,0,1
2025-01-01 04:17:00,58.34,4,1,0.1086,0.3658,0,1352,0,0,0
2025-01-01 04:18:00,74.7,4,2,0.2618,0.0496,0,788,0,0,0
2025-01-01 04:19:00,21.06,4,3,0.3685,0.0626,0,601,0,0,0
2025-01-01 04:20:00,67.16,4,2,0.27,0.316,0,179,0,0,0
2025-01-01 04:21:00,65.25,4,2,0.4511,0.3738,0,1053,0,0,0
2025-01-01 04:22:00,108.51,4,0,0.2062,0.4644,0,208,0,0,0
2025-01-01 04:23:00,48.6,4,0,0.4281,0.7166,1,777,0,0,0
2025-01-01 04:24:00,138.51,4,0,0.1933,0.437,1,191,0,0,0
2025-01-01 04:25:00,240.56,4,2,0.311,0.8487,0,2409,0,0,0
2025-01-01 04:26:00,100.34,4,1,0.1489,0.0895,0,1577,0,0,0
2025-01-01 04:27:00,122.58,4,1,0.2787,0.5588,0,1323,1,0,0
2025-01-01 04:28:00,90.4,4,1,0.1319,0.3745,0,362,0,0,0
2025-01-01 04:29:00,85.63,4,0,0.2596,0.345,0,2111,1,0,0
2025-01-01 04:30:00,41.02,4,2,0.5246,0.2366,0,1434,0,0,0
2025-01-01 04:31:00,118.25,4,1,0.4105,0.3315,0,1871,0,0,0
2025-01-01 04:32:00,77.54,4,5,0.4339,0.2264,1,1451,0,0,1
2025-01-01 04:33:00,724.17,4,1,0.1195,0.3292,1,715,0,0,0
2025-01-01 04:34:00,426.16,4,3,0.1297,0.4204,0,1313,0,0,0
2025-01-01 04:35:00,126.92,4,2,0.093,0.4999,0,1170,0,0,0
2025-01-01 04:36:00,39.32,4,0,0.457,0.6055,0,1959,0,0,0
2025-01-01 04:37:00,27.53,4,1,0.0976,0.8105,0,1390,0,0,1
2025-01-01 04:38:00,288.58,4,0,0.0675,0.3689,0,51,0,0,0
2025-01-01 04:39:00,111.94,4,5,0.2935,0.0789,0,1784,0,0,0
2025-01-01 04:40:00,139.73,4,3,0.4761,0.44,0,1015,0,0,0
2025-01-01 04:41:00,14.45,4,0,0.1403,0.4259,0,1108,0,0,0
2025-01-01 04:42:00,220.52,4,1,0.2249,0.0918,0,64,0,0,0
2025-01-01 04:43:00,136.12,4,0,0.5851,0.3357,0,2219,1,0,0
2025-01-01 04:44:00,27.59,4,1,0.2079,0.2307,0,2204,0,0,0
2025-01-01 04:45:00,52.93,4,0,0.2955,0.4365,1,1143,0,0,1
2025-01-01 04:46:00,112.06,4,1,0.3229,0.4269,1,1166,0,0,0
2025-01-01 04:47:00,90.33,4,3,0.0259,0.194,0,2132,0,0,0
2025-01-01 04:48:00,63.56,4,1,0.2055,0.2749,0,2109,0,0,0
2025-01-01 04:49:00,77.05,4,2,0.0835,0.3042,0,2439,0,0,0
2025-01-01 04:50:00,66.22,4,1,0.2264,0.2025,0,1206,0,0,0
2025-01-01 04:51:00,100.04,4,2,0.2811,0.3495,0,848,0,0,0
2025-01-01 04:52:00,384.11,4,1,0.3587,0.7882,0,1925,0,0,0
2025-01-01 04:53:00,6.25,4,0,0.5116,0.2477,0,926,0,0,0
2025-01-01 04:54:00,67.25,4,1,0.2744,0.212,1,1132,0,0,0
2025-01-01 04:55:00,102.52,4,2,0.2792,0.1588,0,624,0,0,0
2025-01-01 04:56:00,115.81,4,1,0.4384,0.3484,1,1032,1,0,1
2025-01-01 04:57:00,58.59,4,0,0.5486,0.8853,0,1004,0,0,0
2025-01-01 04:58:00,14.27,4,5,0.6203,0.8149,0,212,0,0,1
2025-01-01 04:59:00,119.65,4,0,0.1124,0.3408,1,2171,0,0,0
2025-01-01 05:00:00,498.65,5,2,0.1913,0.8936,0,1311,0,0,0
2025-01-01 05:01:00,17.91,5,0,0.2552,0.6292,0,1076,1,0,0
2025-01-01 05:02:00,206.67,5,1,0.2211,0.7084,0,2240,0,0,0
2025-01-01 05:03:00,61.25,5,0,0.1887,0.32,0,1161,0,0,0
2025-01-01 05:04:00,80.43,5,2,0.0848,0.4621,0,1097,0,0,0
2025-01-01 05:05:00,29.25,5,1,0.2756,0.4437,0,2170,1,0,0
2025-01-01 05:06:00,60.88,5,2,0.2326,0.4249,1,2131,0,0,0
2025-01-01 05:07:00,322.48,5,2,0.366,0.7249,0,82,1,0,1
2025-01-01 05:08:00,155.14,5,3,0.4782,0.4019,0,1665,0,0,0
2025-01-01 05:09:00,501.18,5,1,0.2554,0.6014,0,383,0,0,1
2025-01-01 05:10:00,284.56,5,1,0.5342,0.5148,0,252,0,0,0
2025-01-01 05:11:00,134.0,5,4,0.3326,0.1114,0,2323,0,0,0
2025-01-01 05:12:00,507.15,5,0,0.2909,0.6162,1,1931,0,0,0
2025-01-01 05:13:00,133.99,5,2,0.3441,0.4106,0,1421,0,0,0
2025-01-01 05:14:00,199.25,5,0,0.3275,0.672,0,2458,0,0,0
2025-01-01 05:15:00,63.28,5,2,0.0891,0.2075,0,1671,0,0,0
2025-01-01 05:16:00,91.64,5,3,0.4708,0.573,0,652,0,0,0
2025-01-01 05:17:00,42.04,5,0,0.5547,0.4473,0,551,0,0,0
2025-01-01 05:18:00,234.95,5,1,0.3539,0.3554,0,1536,0,0,1
2025-01-01 05:19:00,25.74,5,1,0.1677,0.3302,0,1842,0,0,0
2025-01-01 05:20:00,190.19,5,1,0.1174,0.1559,0,1885,0,0,0
2025-01-01 05:21:00,70.49,5,1,0.3491,0.1548,1,1315,0,0,0
2025-01-01 05:22:00,282.78,5,2,0.2467,0.381,0,864,0,0,1
2025-01-01 05:23:00,184.17,5,2,0.3257,0.2144,0,1211,0,0,0
2025-01-01 05:24:00,548.43,5,2,0.0712,0.4395,1,926,0,0,1
2025-01-01 05:25:00,180.44,5,3,0.2381,0.5403,0,1228,0,0,0
2025-01-01 05:26:00,17.23,5,1,0.2038,0.3756,1,33,0,0,0
2025-01-01 05:27:00,79.97,5,1,0.1255,0.605,0,444,0,0,0
2025-01-01 05:28:00,25.91,5,3,0.1279,0.7722,1,388,0,0,1
2025-01-01 05:29:00,50.47,5,0,0.3408,0.2648,0,1529,0,0,0
2025-01-01 05:30:00,400.0,5,2,0.2294,0.2547,0,1093,0,0,0
2025-01-01 05:31:00,164.07,5,2,0.3606,0.511,1,1758,0,0,0
2025-01-01 05:32:00,41.98,5,2,0.5979,0.367,0,375,0,0,0
2025-01-01 05:33:00,30.45,5,2,0.4718,0.3913,0,2231,0,0,1
